rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,adv_description,link
3 000 zł,650 zł/miesiąc,"ul. Krokwi, Henryków, Białołęka, Warszawa, mazowieckie",53 m²,2,3/3,,balkon,,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,,oddzielna kuchnia,52.332237,20.975388,"Nie współpracuję z agencjami.
Wynajmę dwupokojowe mieszkanie na kameralnym osiedlu w pobliżu parku Henrykowskiego. Umeblowane lokum składa się z 2 pokoi, osobnej kuchni oraz dużego balkonu.
W obrębie osiedla lokale usługowe m.in.: sklep Żabka, kawiarnia, apteka.
W niedalekiej okolicy sklepy Biedronka, Rosssman, Kaufland.
Komunikacja: autobus nr 152, nieco dalej 511(dojeżdża do metra Młociny), 723, 731, ok 15 min pieszo stacja PKP Płudy.
Opłaty:
3000 zł najem
650 zł czynsz administracyjny
opłaty licznikowe według zużycia
zaliczka na energię ok 150 zł
ewentualny najem miejsca postojowego w garażu podziemnym
TV i Internet - we własnym zakresie.",https://www.otodom.pl/pl/oferta/wynajme-dwupokojowe-mieszkanie-na-bialolece-ID4pqf6
2 600 zł,970 zł/miesiąc,"ul. Etiudy Rewolucyjnej, Wyględów, Mokotów, Warszawa, mazowieckie",42 m²,2,2/4,blok,balkon,do zamieszkania,prywatny,tak,"lodówka, meble, piekarnik, kuchenka, pralka",nie,,1970,,52.191786,20.990267,"Mieszkanie 2 pokoje umeblowane, jasne, ciche. Idealne dla studentów, młodych osób pracujących i studiujących, którzy cenią sobie komfort i lokalizację. 
Świetna lokalizacja: Etiudy Rewolucyjnej  przy ul. Wołoskiej i  Żwirki Wigury, blisko przystanki autobusowe. Szybki dojazd do Centrum ok 10-15 min., 10 min. do centrum biurowego Mordord,15 min. do lotniska Chopina. Wokół sklepy, apteka, przychodnie, szpital, restauracje.
Warunki najmu:
Cena: 2600 zł +  czynsz administracyjny 970 pln +  media, wg liczników (gaz, prąd) ok 100 pln Wymagana 1 miesięczna kaucja 4000 pln
Wynajem min. na rok.
Preferowany wynajem okazjonalny (koszty notarialne pokrywa wynajmujący)
Internet oraz telewizja kablowa do zorganizowania we własnym zakresie.

Wyposażenie:
Mieszkanie  umeblowane, pokój z aneksem kuchennym i  sypialnia, znajduje się na 2m piętrze w 4piętrowym bloku; w każdym pokoju bardzo wygodne miejsce do spania, 2e szafy wnękowe - w przedpokoju i w sypialni. Okna skierowane na południe (salon z aneksem kuchennym) i północ (sypialnia) na całej długości ściany.
Pokój 1y z aneksem kuchennym:  22 m2 z wyjściem na balkon, 2i pokój: 11,5 m2,  kuchnia  -wyposażona w meble i podstawowe AGD z oknem.,  łazienka: prysznic, pralka
Przedpokój z zabudowaną szafą.
Balkon 2 m2
Miejsca parkingowe na terenie pobliskich uliczek osiedlowych bez parkometrów.
Zapraszam do kontaktu i oglądania Tel.: 571 80 31 30",https://www.otodom.pl/pl/oferta/2-pokoje-mokotow-ul-etiudy-rewolucyjnej-42-m2-ID4oV1i
3 100 zł,650 zł/miesiąc,"Miasteczko Brzeziny, Brzeziny, Białołęka, Warszawa, mazowieckie",40 m²,2,1/2,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2023,tylko dla niepalących,52.326341,21.041669,"Zapraszam do wynajęcia nowiutkiego, jeszcze niezamieszkałego 2-pokojowego mieszkania na warszawskiej Białołęce, ul. Hemara 9. Mieszkanie jest piękne, zaplanowane w każdym szczególe przez architekta. Przestrzeń wykorzystana jest w każdym detalu - wszystkie meble, szafy robione na zamówienie w bardzo dobrej jakości. Standard bardzo wysoki. Ponadto mieszkanie jest bardzo dobrze wyposażone: pralka, duża lodówka, piekarnik z funkcją mikrofali, zmywarka, okap kuchenny, czajnik elektryczny, płyta indukcyjna, duży telewizor 55’’, żelazko, deska do prasowania.

Mieszkanie ma powierzchnię 40 m2 plus balkon ok. 5 m2, rozkład dostępny w galerii. Dodatkowo w cenie miejsce parkingowe. Na zdjęciach wizualizacja w zasadzie 1:1 odzwierciedla stan faktyczny.

Mieszkanie jest bardzo przytulne, ciepłe, oczywiście w pełni umeblowane. Budynek oddany do użytkowania pod koniec 2023 roku, osiedle Miasteczko Brzeziny. Budynek 2-piętrowy z windą, daje uczucie komfortu w przeciwieństwie do dużych zatłoczonych osiedli. Mieszkanie położone na 1-ym piętrze budynku z windą z poziomu garażu.

Lokalizacja i komunikacja:
Dojazd do centrum samochodem zajmuje ok 30 min, 100 m od osiedla jest przystanek autobusowy z linią bezpośrednio dojeżdżającą do metra Targówek w 12-15 minut,  do SKM-ki 10 minut i 3 przystanki do Dworca Gdańskiego. Atutem jest również niedaleka odległość terenów zielonych, 
W odległości 5 minut od osiedla znajduje się Factory Annopol, Biedronka, restauracje, a 10 minut od osiedla znajduje się CH Atrium Targówek i CH Marki z ogromnym zapleczem sklepów wielobranżowych. 

Opłaty miesięczne:
Czynsz najmu 3100 zł.
Czynsz do wspólnoty z zaliczkami na media 650 zł (z zaliczkami na wodę i c.o.).
Dodatkowo płatny prąd, woda według zużycia.
W cenie miejsce garażowe.

Wymagana kaucja - podwójny czynsz.
Umowa najmu okazjonalnego.
Umowa na min 1 rok bez zwierząt.
Zapraszam serdecznie do obejrzenia.",https://www.otodom.pl/pl/oferta/mieszkanie-miejsce-gar-w-wa-bialoleka-ul-hemara-ID4pqf3
1 800 zł,680 zł/miesiąc,"ul. Pasłęcka, Nowodwory, Białołęka, Warszawa, mazowieckie","35,5 m²",1,1/7,blok,balkon,do zamieszkania,prywatny,tak,"lodówka, meble, kuchenka, pralka",tak,,,tylko dla niepalących,52.332015,20.948504,"Mieszkanie przestronne z widną kuchnią. Raczej dla pary, osoby starszej lub pojedynczej osoby. W korytarzu duża szafa z lustrami . Pierwsze piętro z dużym balkonem.",https://www.otodom.pl/pl/oferta/wynajme-kawalerke-na-nowodworach-ID4pzxZ
4 500 zł,975 zł/miesiąc,"pl. Plac Konstytucji, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",65 m²,3,1/6,kamienica,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,,1952,"tylko dla niepalących, oddzielna kuchnia, pom. użytkowe",52.221925,21.01594,"Wynajmę 3-pokojowe mieszkanie w kamienicy, 65 m2 przy placu Konstytucji 6. Lokal może służyć zarówno jako mieszkanie, jak i biuro.
OPIS NIERUCHOMOŚCI
Mieszkanie składa się z przestronnego pokoju dziennego (30 m2), osobnej kuchni (8,5 m2), dwóch osobnych pokoi (11 m2 i 5,5 m2) oraz łazienki (3 m2). Jest bardzo wysokie (3,20 m). Mieszkanie dwustronne. Okna pokoju dziennego wychodzą na stronę zachodnią, dzięki czemu pokój jest bardzo słoneczny. Z okien widać plac Konstytucji. Okna pozostałych pomieszczeń wychodzą na ciche podwórko od strony wschodniej. Duże odległości od innych budynków gwarantują prywatność.
Mieszkanie jest umeblowane, ma w pełni wyposażoną kuchnię. Jest jednak możliwość wynajęcia mieszkania bez mebli. Do salonu prowadzą dwuskrzydłowe drzwi, a na podłogach leży dębowy parkiet. W przedpokoju znajdują się szafy wnękowe, meble w zabudowie w sypialni i kuchni. Jest bardzo dużo miejsca do przechowywania. Obok mieszkania na tym samym piętrze jest schowek około 1 m2 (z hakami na rowery).
LOKALIZACJA
Mieszkanie jest idealnie skomunikowane. Zaraz za bramą podwórka znajdują się przystanki tramwajowe oraz autobusowe, a do najbliższej stacji Metra Politechnika jest ok. 300 m.
Okolica tętni życiem. W pobliżu jest mnóstwo kawiarni, restauracji, sklepów, kilka teatrów, muzea. Szkoły, przedszkola i żłobki oraz place zabaw. W odległości kilkuset metrów (10 minut spacerem) parki: Łazienki Królewskie, Agrykola, Park Ujazdowski, Pole Mokotowskie.
OPŁATY
Cena: 4500 zł za miesiąc plus czynsz do wspólnoty około 975 zł. Opłaty za media według zużycia (energia elektryczna, gaz). Internet płatny 45 zł miesięcznie.
Kaucja 6000 zł
Umowa w oparciu o formę najmu okazjonalnego.
Najem bez pośredników, bezpośrednio od właściciela.
Dostępne od ręki.",https://www.otodom.pl/pl/oferta/3-pokoje-65-m2-osobna-kuchnia-plac-konstytucji-ID4pnMN
4 300 zł,1 300 zł/miesiąc,"ul. Zwierzyniecka, Czerniaków, Mokotów, Warszawa, mazowieckie",55 m²,2,2,apartamentowiec,taras,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2022,oddzielna kuchnia,52.209082,21.050385,"Mamy przyjemność zaprezentować Państwu wyjątkowy apartament usytuowany w sąsiedztwie Parków m.in Łazienek Królewskich i Parku przy Kopcu Powstania Warszawskiego. Okolica zielona, bogata w tereny rekreacyjne, a jednocześnie doskonale skomunikowana z biznesową częścią Warszawy. Samochodem dostaniemy się do centrum miasta w zaledwie 10 minut.

Apartament został wykończony w wysokim standardzie, według projektu architekta wnętrz w stylu nowojorskim. Cechuje się elegancją i minimalizmem. Zostań pierwszym lokatorem. Zapraszamy do obejrzenia galerii zdjęć.
Budynek oddany do użytkowania w maju 2022.

Apartament o powierzchni 55 m2 z niezwykle funkcjonalną przestrzenią.
Rozkład pomieszczeń:
·       Przejściowy hol łączący pomieszczenia,
·       Salon z wyjściem na taras,
·       Oddzielna kuchni,
·       Przytulna sypialnia,
·       Łazienka,
·       Taras.
  Pozostałe informacje:
- w cenie 1 miejsce postojowe w garażu podziemnym z wylewką z żywicy,
- czynsz administracyjny 1300zł
- w budynku opiekę sprawuje całodobowa ochrona,
- w każdej klatce schodowej znajduje się do dyspozycji mieszkańców wózkowania oraz rowerownia.
- możliwość wystawiania faktury vat.
- kontakt z właścicielem możliwy również w j. angielskim.
  W przypadku dodatkowych pytań zapraszam do kontaktu i umówienia spotkania w dogodnym terminie.

Przedstawione informacje nie są ofertą handlową w rozumieniu Kodeksu Cywilnego.
   ",https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-w-sasiedztwie-parku-ID4jJmG
6 900 zł,1 100 zł/miesiąc,"ul. Brylowska 2, Czyste, Wola, Warszawa, mazowieckie",85 m²,3,6/6,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, kuchenka, telewizor, pralka",nie,garaż/miejsce parkingowe,2015,"klimatyzacja, tylko dla niepalących",52.225916,20.969069,"For English translation scroll down

Przestronne mieszkanie o powierzchni 85 m2 z balkonem zlokalizowany jest na ostatniej 6 kondygnacji co w połączeniu z panoramicznymi oknami zapewnia optymalne nasłonecznienie oraz fantastyczny widok.
Wnętrze apartamentu zostało zaprojektowane przez architekta z idealnie dopasowanymi meblami oraz oświetleniem, wykończony został materiałami najwyższej jakości (m.indrewno, szkło, beton, granit). Składa się z przestronnego salonu połączonego z aneksem kuchennym z wyjściem na słoneczny balkon (południe), sypialni z garderobą, sypialni z dużą szafą, łazienki z prysznicem oraz osobną toaletą. 
Apartament jest nowocześnie i minimalistycznie zaaranżowany, umeblowany i w pełni wyposażony w najwyższej klasy AGD (dwudrzwiowa lodówka, zmywarka, płyta indukcyjna, piekarnik, pralka) oraz TV 4K z dedykowanym soundbar’em. Mieszkanie posiada również wysokiej klasy klimatyzację.
Dwa miejsca postojowe w garażu podziemnym (opcjonalnie): dodatkowo płatne - 250 pln za miejsce.
BUDYNEK
Apartamenty Brylowska 2 to nowoczesny budynek z ochroną, monitoringiem, windami, garażem podziemnym oraz prywatnym placem zabaw. Wybudowany obok kultowego Warszawskiego Koloseum.
ROZKŁAD POMIESZCZEŃ
Apartament o powierzchni 85 m2 z balkonem znajduje się na ostatnim 6 piętrze. Duży i nasłoneczniony salon połączony z kuchnią posiadającą wyspę kuchenną. Dwie sypialnie od strony cichego dziedzińca (na północ), jedna z szafą oraz druga z garderobą. Poza główną łazienką z WC posiada również osobną toaletę, schowek z wieszakami na ubrania. Przedsionek posiada również wbudowaną i pojemną szafę na ubrania.
STANDARD WYKOŃCZENIA
Mieszkanie wykonane w wysokim standardzie pod właścicieli lokalu - meble robione pod zamówienie na bazie projektu architekta z wysokiej jakości materiałów z granitowymi blatami. Piękny parkiet dębowy ze strategicznie rozmieszczonymi flourbox’ami. Do tego na wyposażeniu są dwa podwójne łóżka oraz b. duża rozkładana kanapa, stół, krzesła oraz hokery.
CENA I SZCZEGÓŁY 
6 900 pln/miesiąc (+ czynsz administracyjny ok. 1 100 pln). Brak prowizji od agencji (ogłoszenie prywatne). Mieszkanie jest dostępne od 22 kwietnia 2024, wynajem na minimum 2 lata.
Kontakt przez Whatsapp po 18ej: +33766198616
_
ENGLISH TRANSLATION:
3-ROOM APARTMENT ON TOP FLOOR WITH BALCONY AND VIEW (85m2, Wola / Czyste – from 22 April 2024)

Spacious apartment of 85 m2 with a balcony, located on the top floor (6th), providing a lot of sunlight and a fantastic view through panoramic windows.
The interior of the apartment was designed by an architect with perfectly matching furniture and illumination, finished with the highest quality materials (including wood, glass, concrete, granite). It consists of a spacious living room with an open kitchen and an access to a sunny balcony (south), a bedroom with a separate wardrobe, a bedroom with a vast wardrobe, a bathroom with shower and a separate toilet. The flat is also equipped in high-end Air Condition.
The apartment is modern and minimalistically arranged, furnished and fully equipped with top class household appliances (dishwasher, induction hob, oven, two-door fridge, washing machine) and 4K TV with dedicated soundbar.
Two parking spaces in the underground garage (optional): addionnal fee of 250 PLN each.
BUILDING
Apartments Brylowska 2 is a modern building with security, monitoring, lifts, underground garage and a private playground. Built next to the iconic Warsaw Colosseum. 
LAYOUT OF ROOMS
The 85 m2 apartment with a balcony is located on the top 6th floor. Large and sunny living room connected with kitchen with kitchen island. Two bedrooms on the side of a quiet courtyard (north), one with wardrobe and the other with separate wardrobe. In addition to the main bathroom with a toilet, it has a separate toilet room, a locker with clothes hangers. The entrance hall also a built-in spacious wardrobe.
HIGH QUALITY FINISH
The apartment was realized in a high standard and designed for the owners - furniture made to order on the basis of an architect's design with high quality materials with granite tops. Beautiful oak parquet with strategically placed flourboxes. In addition, there are two double beds and a large sofa bed, table, chairs and bar chairs for the kitchen island.  
PRICE AND DETAILS 

6 900 pln/month (excluding condo fees around 1 100 pln), no commission from an agency (private ad). The apartment is available from 22 April 2024, rental for at least 2 years.
Contact through Whatsapp after 6pm: +33766198616",https://www.otodom.pl/pl/oferta/3pokoje-ostatnie-pietro-balkon-klima-22-04-24-ID4pzxE
4 500 zł,600 zł/miesiąc,"ul. Konstruktorska, Służewiec, Mokotów, Warszawa, mazowieckie",46 m²,2,2/8,blok,"balkon, taras",do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2023,klimatyzacja,52.185519,20.995157,"Mieszkanie Mokotów | 2 pokoje 46 m2 | Konstruktorska | Nowe | Klimatyzacja | Parking
Do wynajęcia wyjątkowe 2 pokojowe mieszkanie (46m2, piętro 2), zlokalizowane w sercu biznesowego Mokotowa. Położone przy ulicy Konstruktorskiej oferuje szybkie połączenie z centrum miasta, a w okolicy dostęp do wszystkiego co niezbędne – w pobliżu znajdują się liczne restauracje, kawiarnie, sklepy spożywcze, piekarnie, a także Galeria Mokotów.
LOKALIZACJA
ul. Konstruktorska - osiedle Pozytywny Mokotów
50 m do najbliższego przystanku autobusowego
400 m do przystanku tramwajowego
17 min do centrum (transport publiczny)
15 min pieszo do galerii Mokotów oraz sklepu Lidl
w odległości 200 m znajdują się 3 piekarnie, 4 kawiarnie, kilka restauracji i sklepów
w odległości 300 m znajduje się m.in. Biedronka, drogeria Hebe, siłownia
pod blokiem znajduje się paczkomat Allegro One, punkt odbioru DPD, a w okolicy liczne paczkomaty InPost
STANDARD
Zupełnie nowe mieszkanie, nigdy wcześniej niezamieszkałe, wykończone w wysokim standardzie. Przemyślany i designerski wystrój zaprojektowany w stylu industrialnym. Funkcjonalne pomieszczenia z meblami wykonanymi na zamówienie, które zapewniają ogromną przestrzeń do przechowywania rzeczy. Usytuowanie od strony zachodu gwarantuje przyjemne nasłonecznienie wnętrza przez większość część dnia. W wyposażeniu mieszkania jest klimatyzacja z możliwością zdalnego sterowania, obsługująca całą przestrzeń mieszkalną, dzięki czemu nawet w lato mieszkanie pozostanie przyjemne w użytkowaniu.
Kuchnia posiada wszystkie niezbędne akcesoria i sprzęty łącznie z wbudowaną mikrofalówką, piekarnikiem, wbudowanym okapem oraz zabudowaną zmywarką i lodówką. Wszystkie sprzęty AGD są marki Samsung z inteligentnymi funkcjami SmartHome. Okno usytuowane przy zlewie zapewnia ciągły dostęp do dziennego światła w przestrzeni kuchennej.
Pokój dzienny oferuje wygodną, rozkładaną sofę, szafkę RTV, stolik kawowy regał oraz okrągły stół, który posiada możliwość rozłożenia. Pomieszczenie posiada wyjście na duży balkon (7m2).
Stylowe lamele oddzielają korytarz od części dziennej. W przedpokoju znajduje się pojemna szafa umożliwiająca przechowywanie ubrań.
Łazienka posiada prysznic typu walk in, wysokiej jakości armaturę Omnires, pralkę Samsung z wbudowanymi funkcjami AI oraz meble wykończone na wymiar.
W sypialni znajduje się duże łóżko (160x200) z bardzo wygodnym materacem (grubość 24 cm) oraz funkcją otwierania. Pojemna szafa pozwala na przechowywanie ubrań oraz innych niezbędnych akcesoriów.
Całe mieszkanie oferuje wysoce przemyślaną funkcjonalną przestrzeń. Elementy dekoracyjne podkreślone są licznym oświetleniem, a wykonane na wymiar meble zapewniają dużą przestrzeń do przechowywania rzeczy. Ze względu na fakt, iż mieszkanie jest całkowicie nowe, nie przewiduje możliwości posiadania w nim zwierząt.
Do mieszkania przynależy miejsce parkingowe w garażu podziemnym znajdujące się tuż przy wejściu do klatki (płatne dodatkowo).
CENA I WARUNKI NAJMU
Miesięczny wynajem: 4500 zł
+ opłaty administracyjne (z zaliczkami na wodę i ogrzewanie): 600 zł
+ miejsce parkingowe: 200 zł (obowiązkowo w ramach umowy)
+ prąd rozliczany na podstawie zużycia + Internet na własną rękę
Umowa najmu na 12 miesięcy
Kaucja 5500 zł
Wynajem bezpośrednio od właściciela; Brak opłat pośredników
Mieszkanie dostępne od 15.03.24
Zapraszam do kontaktu!
-----------
[ENG]
For rent an exceptional 2 bedroom apartment (46 m2, 2nd floor), located in the heart of Mokotów. Located on Konstruktorska street, it offers quick connection to the city center and access to everything you need in the neighborhood - there are numerous restaurants, cafes, grocery stores, bakeries, as well as Galeria Mokotów.
LOCATION
Konstruktorska street - Pozytywny Mokotow residential area
50 m to the nearest bus stop
400 m to the tram stop
17 min to the center (public transport)
15 min walk to Galeria Mokotów and Lidl
at a distance of 200 m there are 3 bakeries, 4 cafes, several restaurants and grocery stores
at a distance of 300 m there is, among others, Biedronka, Hebe drugstore, gym
next to the block there is Allegro One parcel machine, DPD pick-up point, and in the neighborhood, numerous InPost parcel machines
STANDARD
Brand new apartment, never occupied, finished to a high-quality standard. Thoughtful designed in industrial style. Functional rooms with custom-made furniture, which provide a huge storage space. West-facing location guarantees pleasant sunlight for most parts of the day. The apartment is equipped with air conditioning (with option to control remotely), covering the entire living space, so that even in summer the apartment will remain pleasant to use.
The kitchen has all the necessary accessories and appliances including a built-in microwave, oven, built-in hood and dishwasher and refrigerator. All appliances are Samsung with SmartHome features. A window located by the sink provides continuous access to daylight in the kitchen space.
The living room offers a comfortable sofa bed, RTV cabinet, coffee table bookcase and a extendable round table. The room has access to a large balcony (7m2).
Stylish wooden slats separate the hallway from the living area. The hallway has a spacious wardrobe for storing clothes.
The bathroom has a walk-in shower, high-quality Omnires fixtures, a Samsung washing machine with built-in AI functions and custom-finished furniture.
The bedroom has a large bed (160x200) with a very comfortable mattress (24 cm thick) and an opening function. A spacious wardrobe allows you to store clothes and other necessary accessories.
The whole apartment offers a highly thought-out functional space. Decorative elements are highlighted by numerous lightings, and custom-made furniture provides ample storing space. Taking into consideration that the apartment is brand new having a pet is not allowed.
The apartment comes with a parking space in the underground garage located right at the entrance to the staircase (additional fee).
PRICE AND LEASE TERMS
Monthly rent: 4500 PLN
+ administrative fees (with pre-paid advances for water and heating): 600 PLN
+ parking space: 200 PLN (mandatory as part of the contract)
+ electricity billed on the basis of consumption + Internet on your own
Rental contract for 12 months
deposit 5500
Rental directly from the owner; No middleman fees
Apartment available from 15.03.24
Don’t hesitate to contact me in case of further questions",https://www.otodom.pl/pl/oferta/mokotow-2-pokoje-46-m2-nowe-klimatyzacja-ID4pp1L
3 200 zł,380 zł/miesiąc,"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",33 m²,1,2/7,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2024,,52.231196,21.091387,"Wynajmę bezpośrednio nową kawalerkę (pierwszy najemca), komfortowa, w pełni wyposażona w doskonałej lokalizacji. Drugie piętro z balkonem oraz miejscem postojowym na zewnątrz (tylko pięć indywidualnych miejsc). Mieszkanie składa się z salonu z aneksem kuchennym oraz łazienki. Znajdują się w nim wszystkie meble i sprzęty potrzebne do wygodnego życia. Blok zlokalizowany przy Centrum Handlowym Promenada (300 m) przy ul. Jana Nowaka-Jeziorańskiego 15.
Bardzo dobra lokalizacja:
Media Markt
500 m Kaufland
700 m Trasa Łazienkowska
5 km Stadion Narodowy (10 minut samochodem)
1 km Park Balaton - świetne miejsce na spacer
W okolicy bardzo dużo ścieżek rowerowych
Wygodny dojazd Trasą Łazienkowską do Centrum, stacji Metra, Politechniki
Mieszkanie jest wyposażone:
nowy sprzęt AGD: lodówko-zamrażarka, płyta indukcyjna, piekarnik, mikrofalówka, okap, zmywarka, pralka
meble kuchenne,
sofa rozkłada z funkcją spania bardzo duża i wygodna i dodatkowo regulowane zagłówki
stół rozkładany z dwiema dokładkami po 50 cm szerokości
4 krzesła,
mop,
odkurzacz dyson,
rozkładana suszarka,
deska do prasowania
Opłaty: czynsz najmu 3200 zł + czynsz do spółdzielni mieszkaniowej
Miejsce postojowe na zewnątrz do uzgodnienia
Kaucja zwrotna 3500 zł

Dodatkowo płatne wg. zużycia media: woda,energia, centralne ogrzewanie (miejskie)
Dostępne od zaraz",https://www.otodom.pl/pl/oferta/nowa-kawalerka-wysoki-standard-ID4pzxh
2 900 zł,1 000 zł/miesiąc,"Stegny, Mokotów, Warszawa, mazowieckie",53 m²,2,2,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,,oddzielna kuchnia,,,"DO WYNAJĘCIA (NAJEM OKAZJONALNY). DOSTĘPNE OD KWIETNIA

Komfortowe 2 pokojowe mieszkanie (53 m2) z balkonem, w nowoczesnym bloku wysokiej klasy na Mokotowie.
Mieszkanie składa się z salonu, sypialni, kuchni, łazienki, korytarza oraz balkonu.
Stanowi idealny wybór zarówno dla pary, jak i singla.
Dzięki dużym oknom mieszkanie wydaje się bardzo przestronne, jest jasne i słoneczne.
Kuchnia jest wyposażona w lodówkę, wolnostojący piekarnik, zmywarkę, płytę elektryczną. W kuchni znajduje się dużo szafek oraz szuflad, jest również duży blat dla amatorów gotowania oraz stół z taboretami.
W salonie znajduje się wygodna kanapa, komoda oraz stół z krzesłami.
Sypialnia została wyposażona w łóżko 140x200, biurko z krzesłem, oraz pojemną szafę przesuwną.
Na przedpokoju znajduje się kolejna szafa z lustrzanymi drzwiami, szafka na obuwie oraz spory wieszak na okrycie wierzchnie.

W łazience znajduje się prysznic, wc, umywalka oraz pralka.
UDOGODNIENIA: Do dyspozycji najemcy znajduje się stojak na rower. Osiedle strzeżone. Miejsce parkingowe w garażu podziemnym obecnie jest wynajmowane osobie trzeciej, w przypadku chęci wynajmu miejsca parkingowego - jest to możliwe za dodatkową opłatą, proszę mieć na uwadze, że obecna umowa ma 1-miesięczny okres wypowiedzenia więc miejsce byłoby dostępne odpowiednio później.
LOKALIZACJA: Warszawa Mokotów, ul.Śródziemnomorska.
OKOLICA: Wygodne połączenie komunikacją miejską (metro, autobusy).
W bliskiej okolicy mieszkania znajdują się różnego rodzaju sklepiki osiedlowe, żabki, apteki jak i sieciówki: Biedronka, Rossman, Lidl oraz paczkomaty.
WARUNKI NAJMU: Czynsz miesięczny wynosi 3900pln. Dodatkowo media według zużycia. Wymagany najem okazjonalny. Kaucja: 5000 zł.",https://www.otodom.pl/pl/oferta/najem-okazjonalny-mieszkanie-53m2-ID4nOOP
4 900 zł,700 zł/miesiąc,"Ulrychów, Wola, Warszawa, mazowieckie",45 m²,2,1/12,apartamentowiec,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,,2022,"tylko dla niepalących, oddzielna kuchnia",,,"Wynajmę bezpośrednio piękne mieszkanie z dużym balkonem wykończone w wysokim standardzie na osiedlu Bliska Wola, przy ul. Kasprzaka 29a, lokalizacja z której wszędzie jest blisko ;) Mieszkanie wykończone jest bardzo funkcjonalnie i w wysokim standardzie, co daje komfort lokatorom. Lokal składa się z przestronnego przedpokoju z pralką, salonu z wielka lustrzana szafą, sypialni, słonecznej kuchni oraz łazienki z prysznicem z deszczownicą Hansgrohe. Kuchnia wyposażona w sprzęty firmy BOSH, lodówko-zamrażarka, zmywarka, płyta indukcyjna, piekarnik. Salon z wielka lustrzaną szafą, kanapą, szklanym stołem z 4 krzesłami oraz szafką RTV. Sypialnia z tapicerowanym łóżkiem i materacem o wymiarze 160x200. Widok z okien na ciche patio. Z salonu oraz z sypialni wyjście na duży balkon. Osiedle jest bardzo dobrze zlokalizowane, znajdą tu Państwo sklepy( żabka, careffur express, Rossmann, natura), restauracje, metro, przystanek autobusowy, w krotce przystanek tramwajowy, siłownie, salony urody, plac zabaw, boisko do piłki nożnej, aptekę i prywatne gabinety lekarskie. Cena wynajmu 4 900zl plus czynsz 700zl oraz opłaty licznikowe za prąd. Kaucja 5000 płatna w dniu podpisaniu umowy. Nie rezerwuje mieszkania, bez wpłaty zadatku. Możliwość wynajęcia miejsca garażowego. Wynajem możliwy od zaraz. Preferujemy osoby niepalące i bez zwierząt. Kontakt 508 339 730 lub 505 122 300",https://www.otodom.pl/pl/oferta/mieszkanie-bliska-wola-ul-kasprzaka-premium-ID4pqer
2 300 zł,514 zł/miesiąc,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",22 m²,1,7/8,kamienica,,do zamieszkania,prywatny,,"lodówka, meble, kuchenka, pralka",nie,,,,,,"Do wynajęcia klimatyczna kawalerka na Muranowie w świetnym punkcie komunikacji.  Wynajem  jest bezpośredni. Lokal jest na się na siódmym piętrze. Mieszkanie jest umeblowane, na jednej ścianie jest duża szafa, wygodne łóżko  (bez wgłębień),  wyposażone jest w sprzęty AGD. Mieszkanie jest przytulne i funkcjonalne.
GOTOWE DO ZAMIESZKANIA,  po remoncie.
W pobliżu jest komunikacja (autobusy, tramwaje, metro),  sklepy, 15 min od Arkadii, blisko Starówki 10-15 min. . Okolicy nie trzeba reklamować. Bliziutko jest do sklepów, apteka, pizzernia. W pobliżu są siłownie, baseny, ścieżki rowerowe etc.. Mili sąsiedzi:)
Czynsz najmu 2 300,00 zł + Kaucja 2 300,00
Czynsz administracyjny, zawierający zaliczki na wodę i ogrzewanie, 514,00 zł plus energia
Zapraszam do oglądania.",https://www.otodom.pl/pl/oferta/wynajme-kawalerke-w-centrum-ID4pqet
